,word,tf-idf
0,제품,0.40728173310444854
1,기능,0.26777636293145135
2,사용,0.2339310233787772
3,모델,0.2025032080798655
4,추천,0.18202535557740718
5,삼성,0.16561274551212454
6,에어컨,0.1615775111037073
7,구매,0.15116636951467485
8,가격,0.1420651017358045
9,선택,0.14022439569249937
10,확인,0.13595018744687598
11,공기청정기,0.12996817490443885
12,설치,0.12391532329181298
13,상담,0.12087621268812195
14,성능,0.10172153404551812
15,효율,0.0961730867339444
16,비교,0.09613214091431817
17,제공,0.09482800859780532
18,디자인,0.0904565046553533
19,가전,0.08944839738921025
20,필터,0.08603542197213386
21,렌탈,0.08591686594588391
22,청소,0.08304906848219203
23,고객,0.08148478808269868
24,서비스,0.07992050768320534
25,할인,0.0778463971290494
26,지원,0.07295234954000772
27,브랜드,0.07266793492191802
28,문의,0.07209910568573863
29,제습기,0.06977592831221491
30,냉장고,0.06939716681388648
31,가전제품,0.06843085017607582
32,공기,0.06843085017607582
33,도움,0.06825950834152769
34,용량,0.0668374352510792
35,쿠팡,0.06674950250590198
36,참고,0.06523628960274551
37,관리,0.06356666714304766
38,스마트,0.06288240286450211
39,경우,0.062144594052599166
40,고려,0.06204172902941518
41,건조기,0.06153732472836303
42,질문,0.06143355750737492
43,식기세척기,0.06086478566029349
44,가성,0.060864728271195524
45,청소기,0.06036038135924133
46,자동,0.05645630169080519
47,방법,0.056029679763670646
48,추가,0.055887472454625796
49,답변,0.055745265145580945
50,소음,0.05565260788275454
51,세탁기,0.054980068814685
52,아래,0.05403877743704275
53,방문,0.05397126021258069
54,에너지,0.05363499067854592
55,비용,0.053298721144511146
56,인덕션,0.05261670434659426
57,제거,0.052190082419459716
58,스타,0.05094483440626775
59,오브,0.050272295338198214
60,물걸레,0.048967515690220134
61,로봇청소기,0.04892721720205913
62,정보,0.04877710700238333
63,가지,0.04863489969333848
64,통해,0.04863489969333848
65,청정,0.048367913457278665
66,공간,0.04835048507524878
67,스팀,0.0480865433669722
68,때문,0.048066070457159084
69,세척,0.04674146523083312
70,가능,0.04573265662872881
71,후기,0.045648546203396645
72,인치,0.04536990229257131
73,가장,0.04507971696721724
74,차이,0.04507971696721724
75,기준,0.04388317419153757
76,기세,0.043571095593746896
77,흡입,0.043571095593746896
78,케어,0.04337876989048542
79,김치냉장고,0.04337876989048542
80,먼지,0.043371228182766404
81,건조,0.04287436558943326
82,내용,0.042804400022499654
83,특징,0.04270623082241587
84,모드,0.04177228889492249
85,컬렉션,0.04136115268627679
86,기술,0.04052047885118986
87,혜택,0.04035234408417248
88,살균,0.03951167024908555
89,교체,0.03934353548206816
90,시스템,0.03934353548206816
91,정리,0.038839131181016014
92,방식,0.038839131181016014
93,비염,0.03828368679392426
94,오븐,0.03817467549727365
95,스탠드,0.037175338442371204
96,이용,0.036547278424526285
97,공식,0.03648524444277261
98,판매,0.03631710967575523
99,유지,0.036262863806436584
100,가정,0.03598084014172046
101,업체,0.03564457060768569
102,조절,0.0354764358406683
103,장점,0.03540961995216749
104,온라인,0.03540961995216749
105,고민,0.03530830107365092
106,예약,0.03514016630663353
107,효과,0.03512520533407779
108,기본,0.034803896772598764
109,문제,0.03455637609789839
110,관련,0.03441416878885355
111,해결,0.033795088170494446
112,홈페이지,0.033703132243629294
113,실내,0.033577725044722374
114,인버터,0.03345881863645968
115,신청,0.03228187526733798
116,엘지,0.0321137405003206
117,내부,0.031777470966285824
118,최대,0.031441201432251056
119,챗봇,0.031441201432251056
120,파트너,0.0309367971311989
121,색상,0.0309367971311989
122,최신,0.030600527597164126
123,무선,0.030600527597164126
124,수수료,0.030600527597164126
125,상품,0.030432392830146746
126,냄새,0.03029015682655291
127,미세먼지,0.03017997905805404
128,직접,0.030147949517508064
129,활동,0.029863534899418363
130,에어,0.02978024423609306
131,김치,0.02959171899505982
132,가습기,0.02958037682511257
133,대해,0.029579120281328666
134,일반,0.029579120281328666
135,센서,0.029380509414132082
136,사용자,0.029255449461025044
137,전문,0.029152498354194117
138,정도,0.02886808373610442
139,채택,0.028751045159972892
140,스펙,0.028751045159972892
141,포함,0.02872587642705957
142,인기,0.028583669118014722
143,제어,0.028581039770210117
144,인용,0.028581039770210117
145,절약,0.028246640858920737
146,매장,0.02807850609190335
147,스포크,0.02791037132488596
148,센터,0.027742236557868578
149,전기,0.02757410179085119
150,도어,0.02757410179085119
151,디오스,0.02740596702383381
152,위해,0.027303803336611077
153,요즘,0.027303803336611077
154,닉스,0.027181967893346686
155,요금,0.02690156272278165
156,크기,0.02690156272278165
157,온도,0.02687718140947653
158,다이슨,0.026726347384437688
159,환급,0.026565293188746883
160,탑재,0.026397158421729496
161,출시,0.026397158421729496
162,등급,0.026382498249424728
163,생각,0.02630835217329713
164,소비,0.026229023654712108
165,활용,0.026229023654712108
166,하루,0.026023937555207433
167,환경,0.025597315628072884
168,설정,0.025597315628072884
169,링크,0.02555648458664257
170,발생,0.025455108319028034
171,주방,0.0252202150526078
172,라면,0.025028486391893486
173,작동,0.02488627908284864
174,사항,0.024883945518573026
175,차이점,0.024783558961580802
176,현재,0.024547675984538258
177,냉방,0.02438382413961982
178,전기레인지,0.02437954121752087
179,보시,0.024033035228579542
180,전기요금,0.02387513691646872
181,무료,0.02387513691646872
182,전력,0.02378422190667835
183,배터리,0.023384487084717367
184,의류,0.023384487084717367
185,퓨리,0.02337073261541656
186,가이드,0.02298475226275639
187,설명,0.022895376756220748
188,스마트폰,0.022784884851775898
189,이유,0.022753169447175897
190,카드,0.022530058780329633
191,정말,0.0224687548290862
192,습도,0.02236192401331225
193,정속,0.022084412466195896
194,빌트,0.02168938494524271
195,대비,0.02168938494524271
196,고장,0.02168938494524271
197,선풍기,0.021670011392787313
198,필수,0.021473303665772252
199,전자레인지,0.021385812974912467
200,진행,0.021353115411207935
201,화이트,0.021353115411207935
202,타워,0.02118498064419055
203,리뷰,0.02118498064419055
204,일환,0.02118498064419055
205,생활,0.021046681738637704
206,정액,0.021016845877173163
207,코드,0.021016845877173163
208,화질,0.020986078152951487
209,한번,0.020904474429592854
210,여러,0.020904474429592854
211,포스팅,0.020680576343138395
212,세탁,0.020680576343138395
213,휘센,0.020586343330990502
214,점검,0.020512441576121008
215,인테리어,0.020512441576121008
216,트롬,0.020386475920010014
217,연동,0.020386475920010014
218,기간,0.02033564519341346
219,샤오미,0.020186608509029525
220,가구,0.02017617204208624
221,개인,0.020008037275068852
222,예산,0.020008037275068852
223,부분,0.01990902326627891
224,지금,0.01976681595723406
225,전원,0.01967176774103408
226,최저,0.01967176774103408
227,부담,0.019482401339144362
228,증상,0.019335498206999313
229,곰팡이,0.019335498206999313
230,실제,0.019197986721054664
231,대한,0.019055779412009814
232,구성,0.01899922867296454
233,유선,0.018771364793920116
234,네이버,0.018494824371912386
235,구입,0.018486950175830415
236,탈취,0.018387801810205114
237,필요,0.018344742866785568
238,운영,0.018202535557740717
239,걸이,0.01818793439922462
240,알레르기,0.018058342827322764
241,요리,0.01799042007086023
242,플러스,0.01799042007086023
243,쿠쿠,0.01765415053682546
244,국내,0.017207084394426773
245,개선,0.01718859734432217
246,편의,0.017149746235773304
247,해당,0.017064877085381923
248,수리,0.016645341934721145
249,매직,0.016645341934721145
250,적용,0.016496047849202524
251,가능성,0.016353840540157677
252,일부,0.016309072400686377
253,여름,0.016309072400686377
254,모든,0.016211633231112826
255,소개,0.016211633231112826
256,정수기,0.01614093763366899
257,안내,0.016069425922067976
258,최고,0.016069425922067976
259,배송,0.015972802866651606
260,전용,0.01592721861302313
261,메뉴,0.01592721861302313
262,도우미,0.015636533332616834
263,상세,0.015636533332616834
264,조건,0.015636533332616834
265,프리미엄,0.015636533332616834
266,사은,0.015636533332616834
267,실외,0.015589658056478247
268,코스,0.015589658056478247
269,치료,0.015518776327597116
270,블로그,0.01535838937684373
271,단계,0.01535838937684373
272,인터넷,0.015300263798582063
273,보통,0.015300263798582063
274,매우,0.015073974758754032
275,대형,0.014963994264547293
276,듀얼,0.014963994264547293
277,연결,0.014931767449709182
278,풍기,0.014921900314997226
279,무풍,0.014590321001575795
280,기질,0.014590321001575795
281,걱정,0.014505145522574633
282,품질,0.014459589963495138
283,빨래,0.014390453590595305
284,모터,0.014390453590595305
285,세트,0.014390453590595305
286,해상도,0.014390453590595305
287,렌탈료,0.014291455196477752
288,소비자,0.014291455196477752
289,보관,0.014291455196477752
290,결정,0.014123320429460368
291,대부분,0.014123320429460368
292,상태,0.014078523595440087
293,가스,0.014078523595440087
294,순위,0.013990718768634324
295,사이트,0.01395518566244298
296,소형,0.01395518566244298
297,자주,0.013794108977350387
298,표시,0.013790851357653833
299,트루,0.013790851357653833
300,보증,0.013790851357653833
301,작업,0.013787050895425595
302,종류,0.013787050895425595
303,민생,0.0137243405487653
304,검색,0.013651901668305539
305,합리,0.013651901668305539
306,핵심,0.013618916128408211
307,제로,0.013450781361390825
308,노트북,0.013450781361390825
309,경제,0.013282646594373441
310,감지,0.013191249124712364
311,리모컨,0.013114511827356054
312,무상,0.013114511827356054
313,시리즈,0.013114511827356054
314,시작,0.01308307243212614
315,포인트,0.01308307243212614
316,유발,0.013002006835672389
317,위니,0.012991381713731872
318,로봇,0.012991381713731872
319,기기,0.012798657814036442
320,계산,0.012791514302751382
321,설계,0.012778242293321284
322,베스트,0.012778242293321284
323,화면,0.0126101075263039
324,유해,0.0126101075263039
325,주요,0.0126101075263039
326,면적,0.012591646891770893
327,냉동,0.012591646891770893
328,운전,0.012591646891770893
329,스탠바이,0.012520451026943784
